parcel_id,municipality,land_area_m2,zoning_or_land_use,assessment_class,has_residential_use,source_ref,quality_tier,notes
lotcon-4980,municipality-4,410235.04,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 46; concession=1 NORTH OF DURHAM ROAD; legal=LOT 46, CON 1 NDR; linkage=none"
lotcon-4981,municipality-4,837554.87,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 28; concession=4; legal=LOT 28, CON 4; linkage=none"
lotcon-4982,municipality-4,403356.83,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 14; concession=2 NORTH OF DURHAM ROAD; legal=LOT 14, CON 2 NDR; linkage=none"
lotcon-4983,municipality-3,388080.43,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 201; concession=RANGE 1W; legal=LOT 201, RANGE 1W; linkage=none"
lotcon-4984,municipality-7,404657.32,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 13; concession=1 SOUTH OF DURHAM ROAD; legal=LOT 13, CON 1 SDR; linkage=none"
lotcon-4985,municipality-4,435508.92,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 45; concession=1 NORTH OF DURHAM ROAD; legal=LOT 45, CON 1 NDR; linkage=none"
lotcon-4986,municipality-7,442813.22,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 31; concession=2 SOUTH OF DURHAM ROAD; legal=LOT 31, CON 2 SDR; linkage=none"
lotcon-4987,municipality-3,620035.30,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 192; concession=RANGE 2W; legal=LOT 192, RANGE 2W; linkage=none"
lotcon-4988,municipality-4,793397.61,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 5; concession=6; legal=LOT 5, CON 6; linkage=none"
lotcon-4989,municipality-4,410629.26,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 13; concession=2 NORTH OF DURHAM ROAD; legal=LOT 13, CON 2 NDR; linkage=none"
lotcon-4990,municipality-3,403783.70,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 202; concession=RANGE 1W; legal=LOT 202, RANGE 1W; linkage=none"
lotcon-4991,municipality-4,426788.82,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 44; concession=1 NORTH OF DURHAM ROAD; legal=LOT 44, CON 1 NDR; linkage=none"
lotcon-4992,municipality-7,402619.98,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 183; concession=3 S W OF TORONTO AND SYDENHAM ROAD; legal=LOT 183, CON 3 STSR; linkage=none"
lotcon-4993,municipality-4,847886.42,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 16; concession=5; legal=LOT 16, CON 5; linkage=none"
lotcon-4994,municipality-7,381697.20,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 12; concession=1 SOUTH OF DURHAM ROAD; legal=LOT 12, CON 1 SDR; linkage=none"
lotcon-4995,municipality-4,859680.96,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 57; concession=2 EAST OF GARAFRAXA ROAD; legal=LOT 57, 2 EGR; linkage=none"
lotcon-4996,municipality-4,422705.18,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 41; concession=2 NORTH OF DURHAM ROAD; legal=LOT 41, CON 2 NDR; linkage=none"
lotcon-4997,municipality-4,382569.02,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 18; concession=3 NORTH OF DURHAM ROAD; legal=LOT 18, CON 3 NDR; linkage=none"
lotcon-4998,municipality-3,506552.34,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 211; concession=RANGE 3W; legal=LOT 211, RANGE 3W; linkage=none"
lotcon-4999,municipality-4,383858.28,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 23; concession=2 SOUTH OF DURHAM ROAD; legal=LOT 23, CON 2 SDR; linkage=none"
lotcon-5000,municipality-4,393554.39,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 63; concession=1 NORTH OF DURHAM ROAD; legal=LOT 63, CON 1 NDR; linkage=none"
lotcon-5001,municipality-4,233903.88,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 54; concession=3 SOUTH OF DURHAM ROAD; legal=LOT 54, CON 3 SDR; linkage=none"
lotcon-5002,municipality-4,804663.46,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 58; concession=3 EAST OF GARAFRAXA ROAD; legal=LOT 58, 3 EGR; linkage=none"
lotcon-5003,municipality-3,410972.67,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 204; concession=RANGE 4W; legal=LOT 204, RANGE 4W; linkage=none"
lotcon-5004,municipality-4,421590.05,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 40; concession=2 NORTH OF DURHAM ROAD; legal=LOT 40, CON 2 NDR; linkage=none"
lotcon-5005,municipality-4,389126.67,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 53; concession=3 SOUTH OF DURHAM ROAD; legal=LOT 53, CON 3 SDR; linkage=none"
lotcon-5006,municipality-4,407864.27,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 17; concession=3 NORTH OF DURHAM ROAD; legal=LOT 17, CON 3 NDR; linkage=none"
lotcon-5007,municipality-4,383083.40,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 22; concession=2 SOUTH OF DURHAM ROAD; legal=LOT 22, CON 2 SDR; linkage=none"
lotcon-5008,municipality-3,960496.10,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 14; concession=19; legal=LOT 14, CON 19; linkage=none"
lotcon-5009,municipality-4,409683.29,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 62; concession=1 NORTH OF DURHAM ROAD; legal=LOT 62, CON 1 NDR; linkage=none"
lotcon-5010,municipality-4,402623.65,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 52; concession=3 SOUTH OF DURHAM ROAD; legal=LOT 52, CON 3 SDR; linkage=none"
lotcon-5011,municipality-4,424445.45,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 21; concession=2 SOUTH OF DURHAM ROAD; legal=LOT 21, CON 2 SDR; linkage=none"
lotcon-5012,municipality-4,396624.20,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 39; concession=2 NORTH OF DURHAM ROAD; legal=LOT 39, CON 2 NDR; linkage=none"
lotcon-5013,municipality-4,460383.21,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 13; concession=3 SOUTH OF DURHAM ROAD; legal=LOT 13, CON 3 SDR; linkage=none"
lotcon-5014,municipality-3,825995.51,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 33; concession=12; legal=LOT 33, CON 12; linkage=none"
lotcon-5015,municipality-3,836132.95,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 5; concession=20; legal=LOT 5, CON 20; linkage=none"
lotcon-5016,municipality-4,1234682.07,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 3; concession=1; legal=LOT 3, CON 1; linkage=none"
lotcon-5017,municipality-4,950424.84,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 5; concession=2; legal=LOT 5, CON 2; linkage=none"
lotcon-5018,municipality-3,795628.81,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 24; concession=13; legal=LOT 24, CON 13; linkage=none"
lotcon-5019,municipality-3,797146.82,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 15; concession=14; legal=LOT 15, CON 14; linkage=none"
lotcon-5020,municipality-3,792993.54,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 20; concession=19; legal=LOT 20, CON 19; linkage=none"
lotcon-5021,municipality-4,1017957.88,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 23; concession=18; legal=LOT 23, CON 18; linkage=none"
lotcon-5022,municipality-4,458842.07,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 12; concession=3 SOUTH OF DURHAM ROAD; legal=LOT 12, CON 3 SDR; linkage=none"
lotcon-5023,municipality-4,810511.26,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 4; concession=3; legal=LOT 4, CON 3; linkage=none"
lotcon-5024,municipality-4,468363.63,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 11; concession=3 SOUTH OF DURHAM ROAD; legal=LOT 11, CON 3 SDR; linkage=none"
lotcon-5025,municipality-3,811164.21,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 4; concession=20; legal=LOT 4, CON 20; linkage=none"
lotcon-5026,municipality-3,803782.55,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 5; concession=15; legal=LOT 5, CON 15; linkage=none"
lotcon-5027,municipality-3,809800.55,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 19; concession=19; legal=LOT 19, CON 19; linkage=none"
lotcon-5028,municipality-4,1015851.99,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 22; concession=18; legal=LOT 22, CON 18; linkage=none"
lotcon-5029,municipality-3,821918.70,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 32; concession=12; legal=LOT 32, CON 12; linkage=none"
lotcon-5030,municipality-4,468238.52,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 10; concession=3 SOUTH OF DURHAM ROAD; legal=LOT 10, CON 3 SDR; linkage=none"
lotcon-5031,municipality-3,804004.80,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 14; concession=14; legal=LOT 14, CON 14; linkage=none"
lotcon-5032,municipality-3,838545.46,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 23; concession=13; legal=LOT 23, CON 13; linkage=none"
lotcon-5033,municipality-3,807168.42,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 3; concession=20; legal=LOT 3, CON 20; linkage=none"
lotcon-5034,municipality-3,798882.24,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 18; concession=19; legal=LOT 18, CON 19; linkage=none"
lotcon-5035,municipality-4,1057859.50,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 21; concession=18; legal=LOT 21, CON 18; linkage=none"
lotcon-5036,municipality-7,390629.09,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 62; concession=3 NORTH OF DURHAM ROAD; legal=LOT 62, CON 3 NDR; linkage=none"
lotcon-5037,municipality-7,802459.47,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 27; concession=8; legal=LOT 27, CON 8; linkage=none"
lotcon-5038,municipality-7,799840.63,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 36; concession=7; legal=LOT 36, CON 7; linkage=none"
lotcon-5039,municipality-2,1653124.19,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 30; concession=9; legal=LOT 30, CON 9; linkage=none"
lotcon-5040,municipality-7,796401.34,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 22; concession=4; legal=LOT 22, CON 4; linkage=none"
lotcon-5041,municipality-4,479585.80,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 26; concession=15; legal=LOT 26, CON 15; linkage=none"
lotcon-5042,municipality-7,410949.09,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 79; concession=2 NORTH OF DURHAM ROAD; legal=LOT 79, CON 2 NDR; linkage=none"
lotcon-5043,municipality-7,817979.94,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 13; concession=5; legal=LOT 13, CON 5; linkage=none"
lotcon-5044,municipality-7,409636.49,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 132; concession=3 N E OF TORONTO AND SYDENHAM ROAD; legal=LOT 132, CON 3 NE TSR; linkage=none"
lotcon-5045,municipality-4,809024.66,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 13; concession=12; legal=LOT 13, CON 12; linkage=none"
lotcon-5046,municipality-7,420305.60,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 61; concession=3 NORTH OF DURHAM ROAD; legal=LOT 61, CON 3 NDR; linkage=none"
lotcon-5047,municipality-4,897381.10,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 32; concession=14; legal=LOT 32, CON 14; linkage=none"
lotcon-5048,municipality-7,426565.57,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 120; concession=1 N E OF TORONTO AND SYDENHAM ROAD; legal=LOT 120, CON 1 NE TSR; linkage=none"
lotcon-5049,municipality-7,393372.85,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 126; concession=2 N E OF TORONTO AND SYDENHAM ROAD; legal=LOT 126, CON 2 NE TSR; linkage=none"
lotcon-5050,municipality-4,417331.80,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 108; concession=2 S W OF TORONTO AND SYDENHAM ROAD; legal=LOT 108, CON 2 SW TSR; linkage=none"
lotcon-5051,municipality-7,412036.03,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 114; concession=1 S W OF TORONTO AND SYDENHAM ROAD; legal=LOT 114, CON 1 SW TSR; linkage=none"
lotcon-5052,municipality-7,793920.81,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 4; concession=6; legal=LOT 4, CON 6; linkage=none"
lotcon-5053,municipality-2,1630582.03,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 29; concession=12; legal=LOT 29, CON 12; linkage=none"
lotcon-5054,municipality-7,400365.01,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 78; concession=2 NORTH OF DURHAM ROAD; legal=LOT 78, CON 2 NDR; linkage=none"
lotcon-5055,municipality-4,482319.17,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 25; concession=15; legal=LOT 25, CON 15; linkage=none"
lotcon-5056,municipality-4,446427.87,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 102; concession=3 S W OF TORONTO AND SYDENHAM ROAD; legal=LOT 102, CON 3 SW TSR; linkage=none"
lotcon-5057,municipality-7,429289.45,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 60; concession=3 NORTH OF DURHAM ROAD; legal=LOT 60, CON 3 NDR; linkage=none"
lotcon-5058,municipality-4,810977.84,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 12; concession=12; legal=LOT 12, CON 12; linkage=none"
lotcon-5059,municipality-7,809592.92,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 35; concession=7; legal=LOT 35, CON 7; linkage=none"
lotcon-5060,municipality-4,1235705.64,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 3; concession=1 EAST OF GARAFRAXA ROAD; legal=LOT 3, 1 EGR; linkage=none"
lotcon-5061,municipality-7,772938.12,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 26; concession=8; legal=LOT 26, CON 8; linkage=none"
lotcon-5062,municipality-7,870197.88,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 21; concession=4; legal=LOT 21, CON 4; linkage=none"
lotcon-5063,municipality-7,431969.46,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 77; concession=2 NORTH OF DURHAM ROAD; legal=LOT 77, CON 2 NDR; linkage=none"
lotcon-5064,municipality-4,516376.50,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 24; concession=15; legal=LOT 24, CON 15; linkage=none"
lotcon-5065,municipality-7,798504.32,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 12; concession=5; legal=LOT 12, CON 5; linkage=none"
lotcon-5066,municipality-4,822293.13,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 31; concession=14; legal=LOT 31, CON 14; linkage=none"
lotcon-5067,municipality-7,401952.62,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 59; concession=3 NORTH OF DURHAM ROAD; legal=LOT 59, CON 3 NDR; linkage=none"
lotcon-5068,municipality-7,409732.73,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 133; concession=3 N E OF TORONTO AND SYDENHAM ROAD; legal=LOT 133, CON 3 NE TSR; linkage=none"
lotcon-5069,municipality-4,842897.25,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 11; concession=12; legal=LOT 11, CON 12; linkage=none"
lotcon-5070,municipality-7,797510.05,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 3; concession=6; legal=LOT 3, CON 6; linkage=none"
lotcon-5071,municipality-7,399639.66,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 76; concession=2 NORTH OF DURHAM ROAD; legal=LOT 76, CON 2 NDR; linkage=none"
lotcon-5072,municipality-7,417520.75,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 127; concession=2 N E OF TORONTO AND SYDENHAM ROAD; legal=LOT 127, CON 2 NE TSR; linkage=none"
lotcon-5073,municipality-4,807582.33,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 4; concession=3 WEST OF GARAFRAXA ROAD; legal=LOT 4, 3 WGR; linkage=none"
lotcon-5074,municipality-4,419996.82,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 109; concession=2 S W OF TORONTO AND SYDENHAM ROAD; legal=LOT 109, CON 2 SW TSR; linkage=none"
lotcon-5075,municipality-7,423192.96,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 121; concession=1 N E OF TORONTO AND SYDENHAM ROAD; legal=LOT 121, CON 1 NE TSR; linkage=none"
lotcon-5076,municipality-4,838113.10,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 7; concession=2 EAST OF GARAFRAXA ROAD; legal=LOT 7, 2 EGR; linkage=none"
lotcon-5077,municipality-7,389357.23,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 115; concession=1 S W OF TORONTO AND SYDENHAM ROAD; legal=LOT 115, CON 1 SW TSR; linkage=none"
lotcon-5078,municipality-4,537350.59,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 23; concession=15; legal=LOT 23, CON 15; linkage=none"
lotcon-5079,municipality-7,391679.98,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 58; concession=3 NORTH OF DURHAM ROAD; legal=LOT 58, CON 3 NDR; linkage=none"
lotcon-5080,municipality-7,815015.33,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 25; concession=8; legal=LOT 25, CON 8; linkage=none"
lotcon-5081,municipality-7,793870.25,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 34; concession=7; legal=LOT 34, CON 7; linkage=none"
lotcon-5082,municipality-2,1629055.59,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 30; concession=10; legal=LOT 30, CON 10; linkage=none"
lotcon-5083,municipality-4,401403.45,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 103; concession=3 S W OF TORONTO AND SYDENHAM ROAD; legal=LOT 103, CON 3 SW TSR; linkage=none"
lotcon-5084,municipality-4,770152.49,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 10; concession=12; legal=LOT 10, CON 12; linkage=none"
lotcon-5085,municipality-4,715873.95,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 5; concession=2 WEST OF GARAFRAXA ROAD; legal=LOT 5, 2 WGR; linkage=none"
lotcon-5086,municipality-7,414951.32,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 75; concession=2 NORTH OF DURHAM ROAD; legal=LOT 75, CON 2 NDR; linkage=none"
lotcon-5087,municipality-7,825082.11,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 20; concession=4; legal=LOT 20, CON 4; linkage=none"
lotcon-5088,municipality-4,810609.66,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 30; concession=14; legal=LOT 30, CON 14; linkage=none"
lotcon-5089,municipality-4,784844.73,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 8; concession=3 EAST OF GARAFRAXA ROAD; legal=LOT 8, 3 EGR; linkage=none"
lotcon-5090,municipality-4,1245167.69,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 3; concession=1 WEST OF GARAFRAXA ROAD; legal=LOT 3, 1 WGR; linkage=none"
lotcon-5091,municipality-7,423444.30,unknown_lot_fabric_proxy,unknown,unknown,grey_gis_lots_and_concessions_grey,direct_local,"lot_fabric_proxy; lot=LOT 57; concession=3 NORTH OF DURHAM ROAD; legal=LOT 57, CON 3 NDR; linkage=none"
